artifact,page,render,visual_observation,issue,fix_iteration,status
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,77,pdf-page+contact-sheet,"Contact sheet contact-sheet-010.png opened for visual review; Opened rendered page 77 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Supporting readings • ŚB 1.2.17 — https://vedabase.io/en/library/sb/1/2/17/ — The Lord in the heart cleanses desire from the faithful hearer — locked schedule table includes 2:30 tracks and 3:10 reunite — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,78,pdf-page+contact-sheet,"Contact sheet contact-sheet-010.png opened for visual review; Opened rendered page 78 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Our essential question is: Why are we committing as a family? Please open with me the primary verse for this Saturday: ŚB 1.2.18. The stable — primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,79,pdf-page+contact-sheet,"Contact sheet contact-sheet-010.png opened for visual review; Opened rendered page 79 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: First: Protected garden plot. A small plot watered every week grows roots even when you cannot see bloom yet. Limit: Not a guaranteed bloom  — primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,80,pdf-page+contact-sheet,"Contact sheet contact-sheet-010.png opened for visual review; Opened rendered page 80 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Understanding check — please be ready to say in one sentence: Protected weekly hearing plus home practice creates a path for family growth.. — primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,81,pdf-page+contact-sheet,"Contact sheet contact-sheet-011.png opened for visual review; Opened rendered page 81 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Parents: your job in the parent circle is not to perform brilliance. It is to leave with a cue, a minimum version, and a kinder sentence tha — primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,82,pdf-page+contact-sheet,"Contact sheet contact-sheet-011.png opened for visual review; Opened rendered page 82 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Mistaken conclusion Attendance alone equals spiritual growth. Principle ŚB 1.2.18 — nityaṁ bhāgavata-sevayā: regularity of hearing/service,  — primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,83,pdf-page+contact-sheet,"Contact sheet contact-sheet-011.png opened for visual review; Opened rendered page 83 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: What not to say You're proud / antisocial. Real devotees never feel awkward. Constructed case 3 Field Content Situation A parent compares ch — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,84,pdf-page+contact-sheet,"Contact sheet contact-sheet-011.png opened for visual review; Opened rendered page 84 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Five likely Q&A Question Source-based direction Do we have to be perfect? No. Minimum versions are allowed. Regularity of hearing and servic — primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,85,pdf-page+contact-sheet,"Contact sheet contact-sheet-011.png opened for visual review; Opened rendered page 85 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Invite one sentence per family tied to the essential question: ""This week we will…"" Accept drawings or whispered parent sentences for shy ch — primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,86,pdf-page+contact-sheet,"Contact sheet contact-sheet-011.png opened for visual review; Opened rendered page 86 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Done Area Check ☐ Room Parent circle, younger floor zone, older table zone, clear aisles ☐ Materials Three labeled track folders; pencils; c — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf,87,pdf-page+contact-sheet,"Contact sheet contact-sheet-011.png opened for visual review; Opened rendered page 87 of KUTUMBA-C1-W1-SATURDAY-PRINT-PACKET-V12.2.pdf: Source ID: KUTUMBA-V12.2-W1-GENERATED Status: EXTERNAL_OPEN. Human and temple review gates remain open. Do not apply false approval labels o — EXTERNAL_OPEN status retained — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-START-HERE-V12.2.pdf,1,pdf-page+contact-sheet,"Contact sheet contact-sheet-001.png opened for visual review; Opened rendered page 1 of KUTUMBA-C1-W1-START-HERE-V12.2.pdf: KUTUMBA Week 1 — Start Here Owner-facing operational entry point C1-W1 • What Is KUTUMBA, and Why Are We Here? V12.2 • Families Growing in K — EXTERNAL_OPEN status retained — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-START-HERE-V12.2.pdf,2,pdf-page+contact-sheet,"Contact sheet contact-sheet-001.png opened for visual review; Opened rendered page 2 of KUTUMBA-C1-W1-START-HERE-V12.2.pdf: Time Block 1:50–2:00 Arrival 2:00–2:10 Opening mantras + welcome 2:10–2:30 All-family launch/orientation 2:30–3:10 Parallel tracks 3:10–3:30 — locked schedule table includes 2:30 tracks and 3:10 reunite — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-START-HERE-V12.2.pdf,3,pdf-page+contact-sheet,"Contact sheet contact-sheet-001.png opened for visual review; Opened rendered page 3 of KUTUMBA-C1-W1-START-HERE-V12.2.pdf: Canonical source: V12_2-WEEK1-START-HERE.md • SHA-256: 7978db517eec56b43318b70e68c52d4c182c370803818e0be8d26054df3d7346 KUTUMBA · Families G — locked schedule table includes 2:30 tracks and 3:10 reunite — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-START-HERE-V12.2.pdf,4,pdf-page+contact-sheet,"Contact sheet contact-sheet-001.png opened for visual review; Opened rendered page 4 of KUTUMBA-C1-W1-START-HERE-V12.2.pdf: Role File Main facilitator `11-weekly-program-library/first-six-months/c1- w1-what-is-kutumba-and-why-are-we- here/teacher/MAIN-FACILITATOR- — EXTERNAL_OPEN status retained — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-START-HERE-V12.2.pdf,5,pdf-page+contact-sheet,"Contact sheet contact-sheet-001.png opened for visual review; Opened rendered page 5 of KUTUMBA-C1-W1-START-HERE-V12.2.pdf: RIGHTS NOTE — sparse page — mostly section title or spacer — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,1,pdf-page+contact-sheet,"Contact sheet contact-sheet-001.png opened for visual review; Opened rendered page 1 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: KUTUMBA Younger Teacher Pack K–2 run sheet, child rules, and complete activities C1-W1 • What Is KUTUMBA, and Why Are We Here? V12.2 • Famil — EXTERNAL_OPEN status retained — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,2,pdf-page+contact-sheet,"Contact sheet contact-sheet-001.png opened for visual review; Opened rendered page 2 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: Time Block 1:50–2:00 Arrival 2:00–2:10 Opening mantras + welcome 2:10–2:30 All-family launch/orientation 2:30–3:10 Parallel tracks 3:10–3:30 — locked schedule table includes 2:30 tracks and 3:10 reunite — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,3,pdf-page+contact-sheet,"Contact sheet contact-sheet-001.png opened for visual review; Opened rendered page 3 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/teacher/YOUNGER-TEACHER- GUIDE.md • S — younger Four Corners printable content visible; Bhakti Garden craft layout visible; primary verse reference visible; EXTERNAL_OPEN status retained — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,4,pdf-page+contact-sheet,"Contact sheet contact-sheet-001.png opened for visual review; Opened rendered page 4 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: **Y05** `Y05-HOUSE-RULE-PICTURE- SORT.md` Optional backup / redirect practice; cut 8 cards + 2 mats Also: name stickers; calm-corner chair v — younger Four Corners printable content visible; primary verse reference visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,5,pdf-page+contact-sheet,"Contact sheet contact-sheet-001.png opened for visual review; Opened rendered page 5 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: 11. Give each child Y03 Bhakti Garden worksheet. 12. Teacher models: color the center first — Our family helps one another remember Kṛṣṇa. 1 — younger Four Corners printable content visible; Bhakti Garden craft layout visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,6,pdf-page+contact-sheet,"Contact sheet contact-sheet-001.png opened for visual review; Opened rendered page 6 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: Backup low-prep (if craft fails or energy crashes) 31. Sit in a circle with soft toss object. 32. Child catches, says one word: “hear,” “cha — younger Four Corners printable content visible; Bhakti Garden craft layout visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,7,pdf-page+contact-sheet,"Contact sheet contact-sheet-001.png opened for visual review; Opened rendered page 7 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: Canonical source: launch/CHILD-HOUSE-RULES.md • SHA-256: 6a525f3dd1da740db86e246622696c7b08e28c1f1475227567d639a5bd54ce47 Parents remain ons — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,8,pdf-page+contact-sheet,"Contact sheet contact-sheet-001.png opened for visual review; Opened rendered page 8 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-younger/Y01- FOUR-CO — younger Four Corners printable content visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,9,pdf-page+contact-sheet,"Contact sheet contact-sheet-002.png opened for visual review; Opened rendered page 9 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: | | | C H A N T | | | | | | We say Krsna's names. | | | | | | scissors .... CUT LINE .... scissors | +-------------------------------------- — younger Four Corners printable content visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,10,pdf-page+contact-sheet,"Contact sheet contact-sheet-002.png opened for visual review; Opened rendered page 10 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: | scissors .... CUT LINE .... scissors | | | | [ heart / home ] | | | | | | R E S P E C T | | | | | | We use kind words and care. | | | | |  — younger Four Corners printable content visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,11,pdf-page+contact-sheet,"Contact sheet contact-sheet-002.png opened for visual review; Opened rendered page 11 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-younger/Y02- FOUR-CO — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,12,pdf-page+contact-sheet,"Contact sheet contact-sheet-002.png opened for visual review; Opened rendered page 12 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: | | | | | You sit quietly while | | You help bring scripture | | another child answers. | | to the family reading place.| | | | | | Walk to  — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,13,pdf-page+contact-sheet,"Contact sheet contact-sheet-002.png opened for visual review; Opened rendered page 13 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: | | | | | You listen when a parent | | Your family chants three | | reads one verse. | | maha-mantras at home. | | | | | | Walk to a corner. — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,14,pdf-page+contact-sheet,"Contact sheet contact-sheet-002.png opened for visual review; Opened rendered page 14 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: 10 You keep feet on the floor in the host home. **RESPECT** 11 You listen when a parent reads one verse. **HEAR** 12 Your family chants thre — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,15,pdf-page+contact-sheet,"Contact sheet contact-sheet-002.png opened for visual review; Opened rendered page 15 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-younger/Y03- BHAKTI- — Bhakti Garden craft layout visible — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,16,pdf-page+contact-sheet,"Contact sheet contact-sheet-002.png opened for visual review; Opened rendered page 16 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-younger/Y04- MEMORY- — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,17,pdf-page+contact-sheet,"Contact sheet contact-sheet-003.png opened for visual review; Opened rendered page 17 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: ======= CUT ======= ======= CUT ======= +--------------------+ +--------------------+ | [ helping hands ] | | [ heart / home ] | | | | | | S — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,18,pdf-page+contact-sheet,"Contact sheet contact-sheet-003.png opened for visual review; Opened rendered page 18 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: Canonical source: 11-weekly-program-library/first-six-months/c1-w1-what-is-kutumba-and-why-are-we-here/activities/v12_2-younger/Y05- HOUSE-R — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,19,pdf-page+contact-sheet,"Contact sheet contact-sheet-003.png opened for visual review; Opened rendered page 19 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: | A child uses a soft voice | | A child snatches crayons | | when asking for help. | | from a friend's hand. | | | | | | Sort: Safe or Needs — cream ground, plum header/footer readable",,1,PASS
KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf,20,pdf-page+contact-sheet,"Contact sheet contact-sheet-003.png opened for visual review; Opened rendered page 20 of KUTUMBA-C1-W1-YOUNGER-TEACHER-PACK-V12.2.pdf: Card Scenario Sort Kind teacher line A Feet on the floor during the story **SAFE / KIND** ""Safe body — thank you."" B Jumping on the couch in — EXTERNAL_OPEN status retained — cream ground, plum header/footer readable",,1,PASS
